category,filename,duration_sec,sample_rate
AtlanticSpottedDolphin,61025001.wav,3.527995444191344,43900
AtlanticSpottedDolphin,61025002.wav,3.527995444191344,43900
AtlanticSpottedDolphin,61025003.wav,3.527995444191344,43900
AtlanticSpottedDolphin,61025004.wav,1.763986332574032,43900
AtlanticSpottedDolphin,61025005.wav,1.323006833712984,43900
AtlanticSpottedDolphin,61025006.wav,1.763986332574032,43900
AtlanticSpottedDolphin,61025007.wav,1.763986332574032,43900
AtlanticSpottedDolphin,61025008.wav,3.527995444191344,43900
AtlanticSpottedDolphin,61025009.wav,2.646013667425968,43900
AtlanticSpottedDolphin,6102500A.wav,3.527995444191344,43900
AtlanticSpottedDolphin,6102500B.wav,1.2227062706270626,60600
AtlanticSpottedDolphin,6102500C.wav,1.5207920792079208,60600
AtlanticSpottedDolphin,6102500D.wav,1.2324752475247525,60600
AtlanticSpottedDolphin,6102500E.wav,1.116831683168317,60600
AtlanticSpottedDolphin,6102500F.wav,1.1664686468646865,60600
AtlanticSpottedDolphin,6102500G.wav,1.4574257425742574,60600
AtlanticSpottedDolphin,6102500H.wav,1.0967656765676568,60600
AtlanticSpottedDolphin,6102500I.wav,1.7937293729372936,60600
AtlanticSpottedDolphin,6102500J.wav,1.4621782178217821,60600
AtlanticSpottedDolphin,6102500K.wav,0.8645544554455445,60600
AtlanticSpottedDolphin,6102500L.wav,0.5647029702970296,60600
AtlanticSpottedDolphin,6102500M.wav,0.9821782178217822,60600
AtlanticSpottedDolphin,6102500N.wav,1.8723267326732673,60600
AtlanticSpottedDolphin,6102500O.wav,1.33016501650165,60600
AtlanticSpottedDolphin,6102500P.wav,1.3526072607260726,60600
AtlanticSpottedDolphin,6102500Q.wav,1.451089108910891,60600
AtlanticSpottedDolphin,6102500R.wav,58.62316831683168,60600
AtlanticSpottedDolphin,6102500S.wav,43.11623958333333,192000
AtlanticSpottedDolphin,6102500T.wav,1.0933958333333333,192000
AtlanticSpottedDolphin,6102500U.wav,1.312078125,192000
AtlanticSpottedDolphin,6102500V.wav,3.0250572916666667,192000
AtlanticSpottedDolphin,6102500W.wav,2.0410052083333334,192000
AtlanticSpottedDolphin,6102500X.wav,4.92028125,192000
AtlanticSpottedDolphin,6102500Y.wav,1.567203125,192000
AtlanticSpottedDolphin,6102500Z.wav,3.972671875,192000
AtlanticSpottedDolphin,61025010.wav,4.082010416666667,192000
AtlanticSpottedDolphin,61025011.wav,3.972671875,192000
AtlanticSpottedDolphin,61025012.wav,2.4419166666666667,192000
AtlanticSpottedDolphin,61025013.wav,4.373583333333333,192000
AtlanticSpottedDolphin,6102501A.wav,3.656364583333333,192000
AtlanticSpottedDolphin,6102501B.wav,1.0531927083333332,192000
AtlanticSpottedDolphin,6102501D.wav,2.742265625,192000
AtlanticSpottedDolphin,6102501E.wav,1.0730625,192000
AtlanticSpottedDolphin,6102501F.wav,1.0730625,192000
AtlanticSpottedDolphin,6102501G.wav,15.16196875,192000
AtlanticSpottedDolphin,6102501I.wav,0.9538333333333333,192000
AtlanticSpottedDolphin,6102501J.wav,2.7422708333333334,192000
AtlanticSpottedDolphin,6102501K.wav,1.2121666666666666,192000
AtlanticSpottedDolphin,6102501L.wav,1.9275416666666667,192000
AtlanticSpottedDolphin,6102501M.wav,1.0730625,192000
AtlanticSpottedDolphin,6102501N.wav,1.8083072916666667,192000
AtlanticSpottedDolphin,6102501O.wav,10.01525,192000
AtlanticSpottedDolphin,6102501P.wav,2.9012395833333335,192000
AtlanticSpottedDolphin,6102501Q.wav,1.25190625,192000
AtlanticSpottedDolphin,61026001.wav,1.9211875,80000
AtlanticSpottedDolphin,61026002.wav,1.7978125,80000
AtlanticSpottedDolphin,61026003.wav,1.505625,80000
AtlanticSpottedDolphin,61026004.wav,1.6121875,80000
AtlanticSpottedDolphin,61026005.wav,1.3475,80000
AtlanticSpottedDolphin,61026006.wav,1.643125,80000
AtlanticSpottedDolphin,61026007.wav,1.4678125,80000
AtlanticSpottedDolphin,61026008.wav,2.6464125,80000
AtlanticSpottedDolphin,61026009.wav,0.98365,80000
AtlanticSpottedDolphin,6102600A.wav,1.639775,80000
AtlanticSpottedDolphin,6102600B.wav,1.1876875,80000
AtlanticSpottedDolphin,6102600C.wav,1.8015125,80000
AtlanticSpottedDolphin,6102600D.wav,1.803525,80000
AtlanticSpottedDolphin,6102600E.wav,1.61755,80000
AtlanticSpottedDolphin,6102600F.wav,1.665125,80000
AtlanticSpottedDolphin,6102600G.wav,1.682425,80000
AtlanticSpottedDolphin,6102600H.wav,1.557,80000
AtlanticSpottedDolphin,6102600I.wav,1.9895,80000
AtlanticSpottedDolphin,6102600J.wav,1.232625,80000
AtlanticSpottedDolphin,6102600K.wav,1.44455,80000
AtlanticSpottedDolphin,6102600L.wav,1.2716625,80000
AtlanticSpottedDolphin,6102600M.wav,1.647825,80000
AtlanticSpottedDolphin,6102600N.wav,1.82515,80000
AtlanticSpottedDolphin,6102600O.wav,1.60025,80000
AtlanticSpottedDolphin,6102600P.wav,1.56565,80000
AtlanticSpottedDolphin,6102600Q.wav,1.4359,80000
AtlanticSpottedDolphin,6102600R.wav,1.3321,80000
AtlanticSpottedDolphin,6102600S.wav,1.890025,80000
AtlanticSpottedDolphin,6102600T.wav,1.4878,80000
AtlanticSpottedDolphin,6102600U.wav,2.028425,80000
AtlanticSpottedDolphin,6102600V.wav,1.569975,80000
AtlanticSpottedDolphin,6102600W.wav,1.3818,80000
AtlanticSpottedDolphin,6102600X.wav,1.6356,80000
AtlanticSpottedDolphin,6102600Y.wav,1.6497,80000
AtlanticSpottedDolphin,6102600Z.wav,1.3113,80000
AtlanticSpottedDolphin,61026010.wav,1.3254,80000
AtlanticSpottedDolphin,61026011.wav,1.2972,80000
AtlanticSpottedDolphin,61026012.wav,1.4382,80000
AtlanticSpottedDolphin,61026013.wav,1.2267,80000
AtlanticSpottedDolphin,61026014.wav,1.269,80000
AtlanticSpottedDolphin,61026015.wav,1.2408,80000
AtlanticSpottedDolphin,61026016.wav,1.3818,80000
AtlanticSpottedDolphin,61026017.wav,1.269,80000
AtlanticSpottedDolphin,61026018.wav,1.833,80000
AtlanticSpottedDolphin,61026019.wav,1.128,80000
AtlanticSpottedDolphin,6102601A.wav,1.3677,80000
AtlanticSpottedDolphin,6102601B.wav,1.3536,80000
AtlanticSpottedDolphin,6102601C.wav,1.4664,80000
AtlanticSpottedDolphin,6102601D.wav,1.2126,80000
AtlanticSpottedDolphin,6102601E.wav,1.4382,80000
AtlanticSpottedDolphin,6102601F.wav,1.551,80000
AtlanticSpottedDolphin,6102601G.wav,2.1573,80000
AtlanticSpottedDolphin,6102601H.wav,1.5792,80000
AtlanticSpottedDolphin,6102601I.wav,1.3254,80000
AtlanticSpottedDolphin,6102601J.wav,1.3959,80000
AtlanticSpottedDolphin,6102601K.wav,1.5792,80000
AtlanticSpottedDolphin,6102601L.wav,1.4946,80000
AtlanticSpottedDolphin,6102601M.wav,1.4241,80000
AtlanticSpottedDolphin,6102601N.wav,1.2972,80000
AtlanticSpottedDolphin,6102601O.wav,1.5651,80000
AtlanticSpottedDolphin,6102601P.wav,1.2831,80000
AtlanticSpottedDolphin,6102601Q.wav,1.4946,80000
AtlanticSpottedDolphin,6102601R.wav,1.5369,80000
AtlanticSpottedDolphin,6102601S.wav,1.4241,80000
AtlanticSpottedDolphin,6102601T.wav,1.5369,80000
AtlanticSpottedDolphin,6102601U.wav,1.7343,80000
AtlanticSpottedDolphin,6102601V.wav,1.5651,80000
AtlanticSpottedDolphin,6102601W.wav,1.6215,80000
AtlanticSpottedDolphin,6102601X.wav,1.8612,80000
AtlanticSpottedDolphin,6102601Y.wav,1.551,80000
AtlanticSpottedDolphin,6102601Z.wav,1.3395,80000
AtlanticSpottedDolphin,61026020.wav,1.4241,80000
AtlanticSpottedDolphin,61026021.wav,1.5369,80000
AtlanticSpottedDolphin,61026022.wav,1.4382,80000
AtlanticSpottedDolphin,61026023.wav,1.2126,80000
AtlanticSpottedDolphin,61026024.wav,1.2126,80000
AtlanticSpottedDolphin,61026025.wav,1.551,80000
AtlanticSpottedDolphin,61026026.wav,1.551,80000
AtlanticSpottedDolphin,61026027.wav,1.2549,80000
AtlanticSpottedDolphin,61026028.wav,1.128,80000
AtlanticSpottedDolphin,61026029.wav,1.128,80000
AtlanticSpottedDolphin,6102602A.wav,1.2549,80000
AtlanticSpottedDolphin,6102602B.wav,1.2831,80000
AtlanticSpottedDolphin,6102602C.wav,1.3395,80000
AtlanticSpottedDolphin,6102602D.wav,1.2972,80000
AtlanticSpottedDolphin,6102602E.wav,1.4523,80000
AtlanticSpottedDolphin,6102602F.wav,1.6779,80000
AtlanticSpottedDolphin,6102602G.wav,1.5792,80000
AtlanticSpottedDolphin,6102602H.wav,1.692,80000
AtlanticSpottedDolphin,6102602I.wav,1.2408,80000
AtlanticSpottedDolphin,6102602J.wav,1.5792,80000
AtlanticSpottedDolphin,6102602K.wav,1.4382,80000
AtlanticSpottedDolphin,6102602L.wav,1.2267,80000
AtlanticSpottedDolphin,6102602M.wav,1.6074,80000
AtlanticSpottedDolphin,6102602N.wav,1.41,80000
AtlanticSpottedDolphin,6102602O.wav,1.4523,80000
AtlanticSpottedDolphin,6102602P.wav,1.2972,80000
AtlanticSpottedDolphin,6102602Q.wav,1.4382,80000
AtlanticSpottedDolphin,6102602R.wav,1.551,80000
AtlanticSpottedDolphin,6102602S.wav,1.1844,80000
AtlanticSpottedDolphin,6102602T.wav,1.7907,80000
AtlanticSpottedDolphin,6102602U.wav,1.692,80000
AtlanticSpottedDolphin,6102602V.wav,1.2549,80000
AtlanticSpottedDolphin,6102602W.wav,1.1421,80000
AtlanticSpottedDolphin,6102602X.wav,1.269,80000
AtlanticSpottedDolphin,6102602Y.wav,1.3536,80000
AtlanticSpottedDolphin,6102602Z.wav,1.3818,80000
AtlanticSpottedDolphin,61026030.wav,1.1985,80000
AtlanticSpottedDolphin,61026031.wav,1.4946,80000
AtlanticSpottedDolphin,61026032.wav,1.5933,80000
AtlanticSpottedDolphin,61026033.wav,1.5228,80000
AtlanticSpottedDolphin,61026034.wav,1.2267,80000
AtlanticSpottedDolphin,61026035.wav,1.4523,80000
AtlanticSpottedDolphin,61026036.wav,1.3677,80000
AtlanticSpottedDolphin,61026037.wav,1.4382,80000
AtlanticSpottedDolphin,61026038.wav,1.3818,80000
AtlanticSpottedDolphin,61026039.wav,1.2408,80000
AtlanticSpottedDolphin,6102603A.wav,1.3959,80000
AtlanticSpottedDolphin,6102603B.wav,1.269,80000
AtlanticSpottedDolphin,6102603C.wav,1.6074,80000
AtlanticSpottedDolphin,6102603D.wav,1.4523,80000
AtlanticSpottedDolphin,6102603E.wav,1.5087,80000
AtlanticSpottedDolphin,6102603F.wav,1.3959,80000
AtlanticSpottedDolphin,6102603G.wav,1.2408,80000
AtlanticSpottedDolphin,6102603H.wav,1.5792,80000
AtlanticSpottedDolphin,6102603I.wav,1.3113,80000
AtlanticSpottedDolphin,6102603J.wav,1.2408,80000
AtlanticSpottedDolphin,6102603K.wav,1.692,80000
AtlanticSpottedDolphin,6102603L.wav,1.4382,80000
AtlanticSpottedDolphin,6102603M.wav,1.5683625,80000
AtlanticSpottedDolphin,6102603N.wav,1.5683625,80000
AtlanticSpottedDolphin,6102603O.wav,1.2486125,80000
AtlanticSpottedDolphin,6102603P.wav,1.4464125,80000
AtlanticSpottedDolphin,6102603Q.wav,1.63185,80000
AtlanticSpottedDolphin,6102603R.wav,0.989,80000
AtlanticSpottedDolphin,6102603S.wav,1.2980625,80000
AtlanticSpottedDolphin,6102603T.wav,1.23625,80000
AtlanticSpottedDolphin,6102603U.wav,1.33515,80000
AtlanticSpottedDolphin,6102603V.wav,1.4835,80000
AtlanticSpottedDolphin,6102603W.wav,1.3846,80000
AtlanticSpottedDolphin,6102603X.wav,1.310425,80000
AtlanticSpottedDolphin,6102603Y.wav,1.3969625,80000
AtlanticSpottedDolphin,6102603Z.wav,1.3846,80000
AtlanticSpottedDolphin,61026040.wav,1.33515,80000
AtlanticSpottedDolphin,61026041.wav,1.3846,80000
AtlanticSpottedDolphin,61026042.wav,1.5947625,80000
AtlanticSpottedDolphin,61026043.wav,1.3722375,80000
AtlanticSpottedDolphin,61026044.wav,1.4835,80000
AtlanticSpottedDolphin,61026045.wav,1.260975,80000
AtlanticSpottedDolphin,61026046.wav,1.557675,80000
AtlanticSpottedDolphin,61026047.wav,1.755475,80000
AtlanticSpottedDolphin,61026048.wav,1.3969625,80000
AtlanticSpottedDolphin,61026049.wav,1.3722375,80000
AtlanticSpottedDolphin,6102604A.wav,1.5205875,80000
AtlanticSpottedDolphin,6102604B.wav,1.4216875,80000
AtlanticSpottedDolphin,6102604C.wav,1.23625,80000
AtlanticSpottedDolphin,6102604D.wav,1.6826,80000
AtlanticSpottedDolphin,6102604E.wav,1.601925,80000
AtlanticSpottedDolphin,6102604F.wav,1.8603,80000
AtlanticSpottedDolphin,6102604G.wav,1.774175,80000
AtlanticSpottedDolphin,6102604H.wav,2.067,80000
AtlanticSpottedDolphin,6102604I.wav,1.9292,80000
AtlanticSpottedDolphin,6102604J.wav,1.9292,80000
AtlanticSpottedDolphin,6102604K.wav,1.670825,80000
AtlanticSpottedDolphin,6102604L.wav,1.75695,80000
AtlanticSpottedDolphin,6102604M.wav,1.5847,80000
AtlanticSpottedDolphin,6102604N.wav,1.89475,80000
AtlanticSpottedDolphin,6102604O.wav,1.8603,80000
AtlanticSpottedDolphin,6102604P.wav,1.9292,80000
AtlanticSpottedDolphin,6102604Q.wav,1.808625,80000
AtlanticSpottedDolphin,6102604R.wav,1.61915,80000
AtlanticSpottedDolphin,6102604S.wav,1.188525,80000
AtlanticSpottedDolphin,6102604T.wav,1.360775,80000
AtlanticSpottedDolphin,6102604U.wav,1.774175,80000
AtlanticSpottedDolphin,6102604V.wav,1.2402,80000
AtlanticSpottedDolphin,6102604W.wav,1.5158,80000
AtlanticSpottedDolphin,6102604X.wav,1.378,80000
AtlanticSpottedDolphin,6102604Y.wav,1.71265,80000
AtlanticSpottedDolphin,6102604Z.wav,1.3906125,80000
