y_true,y_pred,y_prob_max,y_true_name,y_pred_name
1,39,0.7962865233421326,BeardedSeal,Walrus
1,28,0.9999778270721436,BeardedSeal,RibbonSeal
1,5,0.5621173977851868,BeardedSeal,BowheadWhale
2,26,0.5006420016288757,Beluga_WhiteWhale,NorthernRightWhale
2,9,0.9713917374610901,Beluga_WhiteWhale,DuskyDolphin
2,22,0.5921328663825989,Beluga_WhiteWhale,Long_FinnedPilotWhale
2,1,0.9028666615486145,Beluga_WhiteWhale,BeardedSeal
5,1,0.71173095703125,BowheadWhale,BeardedSeal
5,1,0.9515613317489624,BowheadWhale,BeardedSeal
5,1,0.6349811553955078,BowheadWhale,BeardedSeal
5,1,0.8089406490325928,BowheadWhale,BeardedSeal
5,1,0.9744924306869507,BowheadWhale,BeardedSeal
5,1,0.941946268081665,BowheadWhale,BeardedSeal
5,1,0.8059309720993042,BowheadWhale,BeardedSeal
5,1,0.9541143774986267,BowheadWhale,BeardedSeal
5,1,0.892705500125885,BowheadWhale,BeardedSeal
5,1,0.9318119287490845,BowheadWhale,BeardedSeal
5,1,0.7381829619407654,BowheadWhale,BeardedSeal
7,2,0.5771262049674988,CommonDolphin,Beluga_WhiteWhale
7,3,0.6436841487884521,CommonDolphin,BottlenoseDolphin
7,25,0.9412087798118591,CommonDolphin,Narwhal
7,42,0.5280711650848389,CommonDolphin,White_beakedDolphin
7,42,0.7615289688110352,CommonDolphin,White_beakedDolphin
7,6,0.4915114939212799,CommonDolphin,ClymeneDolphin
7,37,0.8494638204574585,CommonDolphin,StripedDolphin
7,37,0.9251598715782166,CommonDolphin,StripedDolphin
13,2,0.7316022515296936,Grampus_Risso_sDolphin,Beluga_WhiteWhale
14,11,0.9989369511604309,GrayWhale,Fin_FinbackWhale
18,5,0.8198785781860352,HumpbackWhale,BowheadWhale
18,1,0.9880446791648865,HumpbackWhale,BeardedSeal
18,33,0.5737194418907166,HumpbackWhale,SouthernRightWhale
19,18,0.8111941814422607,KillerWhale,HumpbackWhale
19,39,0.9888536930084229,KillerWhale,Walrus
20,30,0.9931600093841553,LeopardSeal,RossSeal
20,30,0.9895948171615601,LeopardSeal,RossSeal
20,30,0.9960587024688721,LeopardSeal,RossSeal
20,30,0.996936559677124,LeopardSeal,RossSeal
20,30,0.9998410940170288,LeopardSeal,RossSeal
21,41,0.7480126023292542,LongBeaked(Pacific)CommonDolphin,WestIndianManatee
22,37,0.6015515327453613,Long_FinnedPilotWhale,StripedDolphin
22,31,0.9999978542327881,Long_FinnedPilotWhale,Rough_ToothedDolphin
22,34,0.422522634267807,Long_FinnedPilotWhale,SpermWhale
22,34,0.6776701807975769,Long_FinnedPilotWhale,SpermWhale
22,3,0.6294100880622864,Long_FinnedPilotWhale,BottlenoseDolphin
22,7,0.44275274872779846,Long_FinnedPilotWhale,CommonDolphin
23,32,0.47876057028770447,MelonHeadedWhale,Short_Finned(Pacific)PilotWhale
23,35,0.9987472295761108,MelonHeadedWhale,SpinnerDolphin
25,19,0.31754669547080994,Narwhal,KillerWhale
26,1,0.7019883990287781,NorthernRightWhale,BeardedSeal
26,14,0.5086455345153809,NorthernRightWhale,GrayWhale
27,8,0.43173590302467346,PantropicalSpottedDolphin,Dall_sPorpoise
27,29,0.43574169278144836,PantropicalSpottedDolphin,RingedSeal
27,12,0.7465375065803528,PantropicalSpottedDolphin,Fraser_sDolphin
27,35,0.926429808139801,PantropicalSpottedDolphin,SpinnerDolphin
27,35,0.49690115451812744,PantropicalSpottedDolphin,SpinnerDolphin
29,25,0.9637091159820557,RingedSeal,Narwhal
30,18,0.9949126243591309,RossSeal,HumpbackWhale
30,20,0.9558820724487305,RossSeal,LeopardSeal
30,20,0.8881930112838745,RossSeal,LeopardSeal
30,20,0.6828813552856445,RossSeal,LeopardSeal
32,34,0.9698250889778137,Short_Finned(Pacific)PilotWhale,SpermWhale
32,23,0.9981210827827454,Short_Finned(Pacific)PilotWhale,MelonHeadedWhale
34,37,0.9207749962806702,SpermWhale,StripedDolphin
34,5,0.25133317708969116,SpermWhale,BowheadWhale
34,22,0.8549246788024902,SpermWhale,Long_FinnedPilotWhale
34,22,0.849347710609436,SpermWhale,Long_FinnedPilotWhale
34,22,0.7378042936325073,SpermWhale,Long_FinnedPilotWhale
34,22,0.7110629677772522,SpermWhale,Long_FinnedPilotWhale
34,22,0.7376368641853333,SpermWhale,Long_FinnedPilotWhale
34,22,0.7117257118225098,SpermWhale,Long_FinnedPilotWhale
34,22,0.7478035688400269,SpermWhale,Long_FinnedPilotWhale
34,22,0.7102927565574646,SpermWhale,Long_FinnedPilotWhale
34,22,0.7264410257339478,SpermWhale,Long_FinnedPilotWhale
34,22,0.7577704191207886,SpermWhale,Long_FinnedPilotWhale
34,22,0.9114106297492981,SpermWhale,Long_FinnedPilotWhale
34,22,0.9150523543357849,SpermWhale,Long_FinnedPilotWhale
34,22,0.7893869280815125,SpermWhale,Long_FinnedPilotWhale
34,22,0.9111417531967163,SpermWhale,Long_FinnedPilotWhale
34,22,0.9056979417800903,SpermWhale,Long_FinnedPilotWhale
34,22,0.6171433925628662,SpermWhale,Long_FinnedPilotWhale
34,22,0.7389929890632629,SpermWhale,Long_FinnedPilotWhale
34,35,0.9829880595207214,SpermWhale,SpinnerDolphin
34,35,0.9771289229393005,SpermWhale,SpinnerDolphin
34,35,0.9028745293617249,SpermWhale,SpinnerDolphin
34,35,0.9180989861488342,SpermWhale,SpinnerDolphin
34,35,0.7795107364654541,SpermWhale,SpinnerDolphin
34,35,0.8524990677833557,SpermWhale,SpinnerDolphin
34,35,0.9319149255752563,SpermWhale,SpinnerDolphin
34,32,0.8915367126464844,SpermWhale,Short_Finned(Pacific)PilotWhale
34,32,0.7958353757858276,SpermWhale,Short_Finned(Pacific)PilotWhale
34,3,0.47841790318489075,SpermWhale,BottlenoseDolphin
34,27,0.9581168293952942,SpermWhale,PantropicalSpottedDolphin
34,3,0.6903436183929443,SpermWhale,BottlenoseDolphin
34,23,0.6746589541435242,SpermWhale,MelonHeadedWhale
34,23,0.999664306640625,SpermWhale,MelonHeadedWhale
34,23,0.9990357160568237,SpermWhale,MelonHeadedWhale
35,27,0.8666634559631348,SpinnerDolphin,PantropicalSpottedDolphin
35,34,0.6907134056091309,SpinnerDolphin,SpermWhale
35,34,0.5991026759147644,SpinnerDolphin,SpermWhale
35,34,0.7297255396842957,SpinnerDolphin,SpermWhale
37,18,0.9921742677688599,StripedDolphin,HumpbackWhale
37,31,0.5146172642707825,StripedDolphin,Rough_ToothedDolphin
39,1,0.9807604551315308,Walrus,BeardedSeal
39,18,0.7688183784484863,Walrus,HumpbackWhale
39,16,0.9976364374160767,Walrus,HarpSeal
39,1,0.71173095703125,Walrus,BeardedSeal
40,7,0.8340779542922974,WeddellSeal,CommonDolphin
41,28,0.7356281876564026,WestIndianManatee,RibbonSeal
42,21,0.9721026420593262,White_beakedDolphin,LongBeaked(Pacific)CommonDolphin
42,35,0.5513812303543091,White_beakedDolphin,SpinnerDolphin
42,43,0.8938040137290955,White_beakedDolphin,White_sidedDolphin
42,43,0.953617513179779,White_beakedDolphin,White_sidedDolphin
42,43,0.990510880947113,White_beakedDolphin,White_sidedDolphin
42,43,0.9786878824234009,White_beakedDolphin,White_sidedDolphin
42,43,0.9929134249687195,White_beakedDolphin,White_sidedDolphin
42,43,0.9955138564109802,White_beakedDolphin,White_sidedDolphin
42,43,0.4942466914653778,White_beakedDolphin,White_sidedDolphin
42,43,0.6616424322128296,White_beakedDolphin,White_sidedDolphin
42,43,0.9699030518531799,White_beakedDolphin,White_sidedDolphin
42,43,0.8609828948974609,White_beakedDolphin,White_sidedDolphin
42,43,0.9910968542098999,White_beakedDolphin,White_sidedDolphin
42,43,0.9969388246536255,White_beakedDolphin,White_sidedDolphin
42,6,0.6957551836967468,White_beakedDolphin,ClymeneDolphin
